ID,Movie,Year,Genres,Review,Rating
100262,Suicide Squad,2016,Action/Adventure,"Definitely really funny, had some great actors in it, really a great way to make super-villains do somey good. David Ayer did a good job directing, the plot and the storyline could have been better, I'll admit there were a few things wrong with the film, but the actors and characters made it better. The action scenes were pretty good, not the best but good. I would recommend watching it, not as good as Man of Steel or Batman v Superman: Dawn of Justice but would recommend. 7/10 is my rating for Suicide Squad.",4
100263,Suicide Squad,2016,Action/Adventure,"It’s a good movie a lot of people hate on this for a valid reason but I personally enjoyed it. The movie was fun and exciting I liked the characters and the mission they went on. Joker is the main issue he’s not joker he’s more of a watered down joker, he isn’t as crazy and he has very cringe dialogue. The other issues with this movie  is that the whole plot is just weird and not super interesting and a few of the action scenes could have been better. Overall 7.6/10",4
100264,Suicide Squad,2016,Action/Adventure,"I started watching on TV expecting to change the channel pretty quickly. I'm not a comic book person so I didn't think this would appeal to me. But, I was wrong, it hooked me and I ended up really enjoying it. Margot Robbie was fantastic and Jared Leto (I had no idea it was him - I had to google to find out) was outstanding too. I'm looking forward to checking out part 2 when it comes out.",4
100265,Suicide Squad,2016,Action/Adventure,"Such a good movie. Much better than the first suicide squad in that the characters are more developed and have distinct attributes that set them apart from one another, and I’m not just talking about their powers or abilities. Definitely a must watch for not only DC fans but also those who love action.",4
100266,Suicide Squad,2016,Action/Adventure,"While I won't deny that this film has it's flaws, I will point out that when judging a film, I tend to focus more on the positive aspects that came out of it. It was Margot Robbie's debut as Harley Quinn after all. Also, I like to think of this film as the template for the new one that James Gunn is directing. You can't achieve total perfection without hitting a few bumps along the way if you know what I mean.",4
100267,Suicide Squad,2016,Action/Adventure,ok i'm gonna keep this short but anyways this movie is AMAZING! the characters are all funny and cool. the soundtrack is the best i've heard in a while. the end of the movie kinda sucked though. i wish deadshot would've got to see his daughter more.  and also one more thing.... WHY WON'T JOKER STAY DEAD?? thats why i gave it four instead of five. overall this movie was great though.,4
100268,Suicide Squad,2016,Action/Adventure,"Warner Bros. Pictures Suicide Squad Is A 2016 Action/Adventure Starring Margot Robbie, Joel Kinnaman, Jai Courtney, Viola Davis, Will Smith, Jared Leto, Cara Delevingne The Synopsis Is About It Feel Good To Be Bad Assemble A Team Of The World’s Most Dangerous, Incarcerated Super Villains, Provide Them With The Most Powerful Arsenal At The Gov. Disposal, Send Them Off On Mission To Defeat An Enigmatic, Insuperable Entity. Director By David Ayer And Everybody That Work On This Movie Will Saw This Movie In 2016 Back In Theaters When It Come Out I Didn’t Like It Because Of Jared Leto Joke And I Don’t See Since Now In 2021 Five Years Later I Like The Second Time A Little Bit But I Will Give It Four Stars It Not That Bad Of You See The Second Time It Ok 😒",4
100269,Suicide Squad,2016,Action/Adventure,"I thought the movie was really cool, my favorite characters in the film were Margot Robbie's as Harley Quinn, Will Smith as Deadshot, Joel Kinnaman as Col. Rick Flag, and Jared Leto as the Joker. But, as much as I really liked this movie, I want to see the full director's cut of the movie. Because I know for a fact that there's so much more.",4
100270,Suicide Squad,2016,Action/Adventure,What can I say but I liked the movie. I really can't believe they didn't  give Jarad Leto his own Joker movie . He was great as the Joker. I also liked all the other character portrayals. DC comics has gotten darker as it's gotten older and much better. I wish they would do more.,4
100271,Suicide Squad,2016,Action/Adventure,Kinda liked it. The action isn't as well handled as it could be. The joker is kinda irritating. Kitana is underdeveloped as a character and in terms of violence - essentially they give her nothing to do. The smith/kinnamon tension is tedious. But the payout is way more adult than a lot of other super hero movies. The El Diablo character rejecting illusions in the face of his prior horrific actions is kinda beautiful.,3
100272,Suicide Squad,2016,Action/Adventure,"I don't get the hate behind this movie. I felt it was a decent movie. Unlike most DC movies, it had a very good mix of action, comedy and drama, and i honestly felt relieved to see a DC movie that had good action sequemces and enough comedy to give it a worthwhile experience",3
100273,Suicide Squad,2016,Action/Adventure,Harley Quinn is the only delight in this whole movie. Totally overrated and I’m still not sure as to what powers some of these super villains have. Big cast but a total disappointment. And even the good songs come after the movie is over.,3
100274,Suicide Squad,2016,Action/Adventure,Suicide Squad I can't say it's a bad movie but I'm really the only one who thinks it's a good idea to have a gang of criminals as a team to save the world ... Anything good would try to keep some criminals under control and with the bombs ready I don't think they would succeed !!! But it was quite interesting!,3
100275,Suicide Squad,2016,Action/Adventure,"The movie surely could do fine...I mean they didn't held back a bit while recruiting the talents and neither they held back at finance and productions if only they would have worked on the scripts, the plots, the story line little more it could have been the next best DC movie after obviously Batman : The Dark Knight... All in all its mediocre movie and nice to watch for the ones who are newly getting introduce to  and stepping inside for the first time in the Mysterious and exciting world of DC",3
100276,Suicide Squad,2016,Action/Adventure,"Average ....script is poorly written ... only deadshot and diablo character development were great.. Harley Quin was potrayed well..Jared Leto's joker is just disappointing in this movie he's barely in there and just does some stupid dialogues.... There are many plotholes, not much explanation....messy movie...",3
100277,Suicide Squad,2016,Action/Adventure,"I've only seen the film today, and I have mix feelings about it. Firstly, the only characters I know are only Batman, The Flash, Joker and Harley Quinn, the others, I don't even know the rest of the villains in the movie. Also, there wasn't enough fighting scenes or anymore funny one-liners. But I'm giving the movie a three-star anyway.  ⭐️⭐️⭐️",3
100278,Suicide Squad,2016,Action/Adventure,People say they hate this movie I really don’t have a problem with it like the Comedy is good and Margot Robbie kills it and will smith also always does great,3
100279,Suicide Squad,2016,Action/Adventure,"#ReleaseTheAyerCut .This movie is just a moderate action flick with great actors and an amazing look that wasn't used to the fullest that it could have been, if you like that joky not so serious explosive stuff it's not bad go watch it, but it's not as great as it could have been, although it's better than most Marvel movies.",3
100280,Suicide Squad,2016,Action/Adventure,The suicide squad is a pretty good movie but i just am not the biggest fan of Jared Letos joker. I am not the biggest fan of the tattos but i love the Harley Quinn in this movie I found her amazing and i loved all the fight scenes.But some scenes in the movie were just unnecessary and just made no sense but besides that the movie was okay but not the best but that's my opinion.,3
100281,Suicide Squad,2016,Action/Adventure,"As big as this movie was in 2016 where halloween was taken over by a storm of 5 year olds wearing ""Daddy's Lil Monster"" on a crop top. This movie was not as expected or hyped however it is one of the most recongnizeable superhero movies somehow. I have a lot of respect and sadness for David Ayer who's movie got chopped to clips and recut entirely with his name slapped across the front. This wasn't his movie and that is entirely the fault of Warner Bros. This movie had so much potential that was later explored by James Gunn who hit it out of the park. Margot Robbie's Harley Quinn will always be iconic for her role in this film and she was the best thing that came out of this movie.",2
100282,Suicide Squad,2016,Action/Adventure,"a secret government agency recruits imprisoned supervillians to save the world from a powerful threat in the form of hot young superpower named enchantress in exchange for reduced sentences. somewhat amusing superhero movie has it's moments similiar to watchmen (without the graphic violence) but the script is muddled, thinly written characters and choppy directing. special effects are ok (a CGI mess) and not to mention the non-stop licensed songs are shuffled and very grating here and doesn't help anything. the only thing i liked about it was margot robbie and cara delevingne two great actresses who have a great future! the rest of the movie was so-so or boring. a 4 out of 10.",2
100283,Suicide Squad,2016,Action/Adventure,"This may be 4 years late but I am just gonna speak my thoughts. This movie is a complete abomination of a DC adaptation. Suicide Squad has ZERO central plot because most of the runtime is made up of character backstory and introduction. In the end, no one gives a damn. The Leto Joker is a complete joke in the movie who has no significant purpose or role but instead just functions as a stupid distraction meant to slow down the progression of the story. The writing is trash, the narrative is trash, portrayal of Enchantress is trash, basically the entire movie is trash. I hope the next movie will do the characters literal justice. Just for this once.",2
100284,Suicide Squad,2016,Action/Adventure,"I can’t overcome the fact that Cara Delevingne can not act at all. You would think that in a movie like this, it’s enough to just pose an look intensely, but she can’t even do that. Please stop experimenting with her as an actress. The movie is otherwise exactly what it is advertised, no complex characters or plot, lots of action, good music (no original score to confuse you), blood and the good villains win.",2
100285,Suicide Squad,2016,Action/Adventure,"First time I watched it, I thought it was good. Next few times (I watched it), it wasn't that great (when I came to realize it). Not sure why people like this movie better than the 2021 version. I wish we could get a directors cut of this movie. I bet Warner Bros is too scared and cheap to make it. If it weren't for the name-brand actors in this movie, it would of really sucked. Anyway, thanks for reading my short review! Go DC!",2
100286,Suicide Squad,2016,Action/Adventure,"There is a far line between a fun movie and a good movie. An example could be the godfather, a good movie that isn't that fun to watch. Suicide Squad was fun to watch because the entire duration of the film I was just making fun of it with my friends. Here is a drinking game, everytime there is a bad plot line, dumb quote, or bad CGI scene, take a drink. Oh god you will have the worst hangover ever.",2
100287,Suicide Squad,2016,Action/Adventure,Joel Kinnaman plays an annoying character. Margot plays a good Harley Quinn and I Like Will as Deadshot. Viola is super evil and I like that a cute Jared Leto is under all the make up for the Joker. I like the team interacting but find that the story could have had more potential.,2
100288,Suicide Squad,2016,Action/Adventure,"When it came out in 2016, I was pretty young around 10-15 years of age, but now lookin' back at this movie is pretty dissapointing. There's not much to say here cuz this movie is just to modern-ish and completely twists the Joker and Harrely Quinns personalities and backgrounds. 2 stars than 1 because the action was pretty enjoyable tho the story and the orgins of some of these characters just make no sense.",2
100289,Suicide Squad,2016,Action/Adventure,I could not get into this film. Was this the most expensive student film ever made? It felt that way. This was the film that made me appreciate how Marvel are handling their films. I keep asking myself - how could Will Smith choose this role and turn down DJango? I'll never know. I'm sure if I was 10 years old I might appreciate the film... probably not actually.,2
100290,Suicide Squad,2016,Action/Adventure,"Suicide Squad is a complete disappointment for the DCEU though there are some scenes that feel better alone the movie has no point. There are characters that are wasted and the story and script doesn't make any sense. Suicide Squad is a bunch of pointless, senseless scenes with beautiful soundtrack from Steven Price edited together.",2
100291,Suicide Squad,2016,Action/Adventure,"This is simply the worst movie adaptation of a comic book ever. yes worse than monkeybone, catwoman, Fantastic four (2015), Jonah hex, Elektra, Ghost rider even Green lantern. I paid money to see this in the cinema and regretted that decision only 15 minutes in when i realised the entire film had been edited like a music clip. this is trash at its most expensive. My reaction was to laugh as it was the worst movie going experience i have had in 28 years. F#### Marvel? hahaha get out of here David Ayer.",1
100292,Suicide Squad,2016,Action/Adventure,"This is a trashcan full of mildew and feces. Jared Leto as Joker is the worst interpretation of the character. Most of the characters are not needed  and are not shown their potential even though the good characters brag about. KIller Croc is a walking stereotype and Enchantress, which could have had potential is a car dealership blowup. El Diablo is okay, while Deadshot, who is a villain, is not acting like one because Will Smith is playing him. The only good bits this movie has going for is its soundtrack, Viola Davis as Amanda Waller, and Harley Quinn even though she is really sexualized in this movie.",1
100293,Suicide Squad,2016,Action/Adventure,i know everyone legit loved it but i couldn’t get into it at some point after the first 30 minutes i left. They dropped a bunch of character plot and editing was all over the place for me to get into it. The trailer really got me excited for this piece of garbage of a movie. Really upset me too because i saw it opening week total waste of a trip to the theaters. 😑,1
100294,Suicide Squad,2016,Action/Adventure,"To be honest I watched this movie when it first came out and even though I’m 4years late with this review I hope it helps anyone Right this moment searching for good movies to watch . think of of this movie like this , it’s basically the lamest marvel story line + lord of the rings ( don’t even ask me why there are witches in the story line ) all it was missing from being a total derailed concept was flying dragons and transforming cars . That’s how confusing the movie is 😓",1
100295,Suicide Squad,2016,Action/Adventure,"Im late to the party with this review. But can someone tell me why anyone thought it would be a good idea to put regular ppl against magical beings. Like why of all the villains they could’ve chosen did they fight a super powerful sorceress and her brother, which has been disintegrating everything he touches but for some reason decides to backhand two ppl at once instead of just disintegrate them, and they win? Riddle me this, what in the holy plot armor was that Batman?",1
100296,Suicide Squad,2016,Action/Adventure,Never should of been made. I cant believe will Smith got involved in this pos movie. Birds of prey looks better. When I heard the plot I laughed and was falling asleep watching it on bluray on my 2500 home theater system,1
100297,Suicide Squad,2016,Action/Adventure,"This has to be the worst DC movie ever!!! There were some issues because the pacing was just horrendous. I didn't know what was going on and I was so confused because one year after the events of Batman v. Superman: Dawn of Justice, every villain in the team are being described but I found out that they are all going to defeat the Enchantress. Also, Jared Leto did such a terrible job playing the Joker and I prefer Heath Ledger's Joker in the Dark Knight.",1
100298,Suicide Squad,2016,Action/Adventure,This movie is a catastrophe I originally thought it would be better than Batman V Superman but my hopes were like shooting down a helicopter with an RPG this movie was an absolute nightmare start to finish and I don’t mean a nightmare like it’s scary because it’s not whatsoever in any way shape or form for me this movie had potential to be great but turned out to be horrible easily one of the worst movies I’ve ever seen in my entire life it’s so dumb I honestly don’t know why they even considered and made a sequel (I know it’s not cannon to this one) but still did not need or deserve a sequel,1
100299,Suicide Squad,2016,Action/Adventure,Best biggest let down of latest action comic based films. Was so disappointed during the whole film. I dont dare give it another chance on TV for free. Couldn't believe I'd paid money to see it at the pics. Hesitant seeing the new 2021 version. Hope it's better.,1
100300,Suicide Squad,2016,Action/Adventure,"And DC wonders why Marvel does so much better in the Box Office...  This movie was HORRIFIC (being a comic book reader), and DC has yet to put out anything worth spending money on.  Harley Quinn and Joker were the highlights - which lasted 10-15 minutes.  Other than that.  WORST DC MOVIE THIS DECADE!",1
100301,Captain Marvel,2019,Action/Sci-fi,It’s a complex movie and a must watch if u are an avengers fan. It’s refreshing to see finally a female superhero movie among all other avengers members. The Story has been intelligently spun and is definitely engaging. Excited to see Captain Marvel as a super strong avenger member. The humour amidst all the action gives some lighter moments too. Chemistry between Capt. marvel n nick fury is charming.  Annette Benning as Dr. Lawson though played a small but robust part and surely impressed us all with her appearance. Brie Larson looks subtle n strong as Vers n Captain Marvel. She did justice to her role too. Looking forward for more female avengers movies from marvel like captain marvel 2 and black widow.,5
100302,Captain Marvel,2019,Action/Sci-fi,"I don't care what other people said about this movie, but personally for me, I really enjoy and love this movie so much. To me, they perfectly executed the character of Carol Danvers and her held-back emotion is something that we should take consider of someone who's been trained to be like that for 6 years with no memories in her life. Plus, there's many powerful scenes that gives me goosebumps too! Like the ending scene where she said 'I got nothing to prove' got my eyes welling up with tears as I could relate to that in certain aspect of my life. Also also this movie also never fails to make me chuckle every now and then huhu. Inspiring, light-hearted and thought-provoking. I'd watch this again anytime :))",5
100303,Captain Marvel,2019,Action/Sci-fi,"Captain Marvel is one of the best Superheroes. I didn´t exactly know what to expect because I haven´t read any of the comic´s but I absolutely loved this film. It shows strong female empowerment, the funny actors- Brie Larson, Sam L. Jackson and Talos- and an amazing twist I did not expect. I did love Goose and he did steal some of the show...but I feel it was all Captain Marvel AKA Carol Danvers. Before my mom and I went to go see the movie, I had looked up some of the background of her. Like that shape shifting Skrulls that were actually supposed to be the bad guys and the Kree were the good. I was surprised at the change they made but loved the results. Ben Mendelsohn played a perfect Talos and with his British accent, made the character sexier. I loved Jude Law...but my absolute favorite part of the movie is when Captain Marvel broke free from the Krees control and fought like a strong woman, never once backing down. She is the strongest Avenger yet and I love that. Pro strong Woman.",5
100304,Captain Marvel,2019,Action/Sci-fi,"WOW! I can't even begin to start on how much I LOVE this Marvel movie. My family is just getting started in watching the marvel movies, as we are watching them in timeline order on Disney+. I didn't care much for Captain America but had high hopes for this one. My expectations were EXCEEDED! The cat was Hilarious! And Samuel Jackson was SO perfect as the character of Fury. And don't even get me started on the Captain Marvel character. She is such a great role model, she finds her powers by controlling her emotions and that's why I relate to her so much. The plotline was so easy to follow, nothing weird there.  Overall it was the BEST Marvel movie I have seen so far. 1,000/10",5
100305,Captain Marvel,2019,Action/Sci-fi,"I personally really enjoy this movie.  It’s refreshing to see the main character of a superhero/comic based movie be a woman, and I think that Oscar winning actress Brie Larson played the role exactly how she was meant to.  The CGI throughout the movie was very strong, and the writers did a good job of portraying the life of women not only in the armed forces, but how they were and are often treated.  Overall, I think that if you’re the type of person who enjoys action, and good plot, superhero’s and aliens, you should definitely watch it!",5
100306,Captain Marvel,2019,Action/Sci-fi,This movie has links with Dark Phoneix. The energy is exactly the Same. Remember movies come from the house of pieces. So it all comes from source our creatuve conciouness she has Jurisdiction Jordi as to what get shwo on TV. When something is being play ▶️ that should be or Restructuring or restricted because she noticed it kit health or people aren't coping well in the collective with the Downloads lady venus. She takes it as a peronal mission to understand. The movie are so abundant right know but nobody sit and analysis what they mean to them and how they affected thier life. Personally. Movies are intense for me and I have to integrate sit analysis and observe all that come through for me. When I watched squid 🎮 🥅 🏑 that was very dangerous for me to be reveal to. As I was extremely vulnerable. And my opinions time and resource of knowledge and insight where not appreciated. Love Always your golden light ✨ 💛,5
100307,Captain Marvel,2019,Action/Sci-fi,"This movie was really enjoyable. Brie Larson played Captain Marvel very well, she was such a likeable character and her dynamic with Fury was really funny. It was cool to see a younger and more laidback version of the Fury we know from prior movies. Most of the 1 star ratings of this are from misogynists who hate powerful, confident women. I really like how it tied into other Marvel movies like Guardians of the Galaxy and Avengers. The 90's setting was also fun.",5
100308,Captain Marvel,2019,Action/Sci-fi,"This movie is a perfect combination of dignity and robustness. Captain Marvel is my favourite character and has her unique persona kept me glued to the adventure of her in this film. The movie kept us clinched to the unravelling of the past of C. MARVEL. A true epitome of a feministic movie, she is without any holding back attitude and Brie Larson truly did justice to this unique and powerful character. She has kept the poignancy at the same time powerfully implemented the hard nature of the character. I love the movie and Marvel universe has indeed bloomed our own Captain Marvel. 8/10",5
100309,Captain Marvel,2019,Action/Sci-fi,This movie was a really good origin story for Carol Danvers! It was both funny and really interesting! And I  was so happy to see the Skrulls and Monica Rambeau join the MCU! Young Nick Fury was great and on how he lost an eye. Was also very happy to see that Marvel finally made a movie where a female superhero was the main protagonist! I recommend this to literally anyone even if you haven’t see all of the MCU films.,5
100310,Captain Marvel,2019,Action/Sci-fi,"This movie is good but I say with confidence it is not the best marvel movie by a long way. Don't get me wrong Samuel L and brie Larson were great! It's a funny movie with exciting post credit scenes, great action scenes and a plot twist with the kree and skrulls. But it just lacked that extra spark and didn't quite have the constant thrilling feeling most other marvel movies have. Also i expected a lot of the movie to be in space but a large majority of the movie is set on earth and she never really felt like or really became captain marvel untill the end. It's still a good movie for sure but lacked a few things. I'd rate it a 7/10",5
100311,Captain Marvel,2019,Action/Sci-fi,"One of the best MCU movies, in my opinion. It has an equal balance of seriousness, humor, 90s pop culture, badass scenes and representation. It may be a fairly simple superhero movie but it's certainly worth the watch. It keeps you on your feet with fight scenes, twists, character development and iconic Marvel humor (as well as Stan Lee's appearance of course). I highly recommend the movie for any superhero fans/MCU fans, action movie fans, sci-fi fans and just anyone who enjoys a funny, and entertaining movie.",4
100312,Captain Marvel,2019,Action/Sci-fi,"I saw a lot of negative feedback even before the movie started hitting theaters but now I've watched it by myself, I feel most of those are pointless. This is not an all time classic, yet a very good movie. Great casting and acting. Cool story with a plot twist and is crucial to Avengers: Endgame final outcome. Fascinating special effects. I'll give this 8 out of 10.",4
100313,Captain Marvel,2019,Action/Sci-fi,"Rating: 8.0/10 This is a good Marvel movie on this year. From the beginning it is a good introduction of a first female superhero. If you are looking for a good action film with a good cast and a story this is it. The scenery of the movie is amazing and the action scenes look amazing. there are even funny scenes in this film. To all of you, go see it you won't regret it !! Overall, Good Acting Performance By Female Superhero.",4
100314,Captain Marvel,2019,Action/Sci-fi,I enjoyed Capt Marvel for what it is; a live action Super Hero Comic Book. It stayed true to that feeling and didn't come off as being pretentious or trying to be something it isn't. I also like seeing women being given stronger characters and Marvel Universe does that well.,4
100315,Captain Marvel,2019,Action/Sci-fi,I honestly don’t know why some don’t like this movie. It’s funny & has pop culture references. The acting is very well considering it has Brie Larson and Samuel Jackson as an iconic duo (along with Goose & other actors we all know and love),4
100316,Captain Marvel,2019,Action/Sci-fi,"Captain Marvel is a super hit picture. Plot was absolutely mind blowing. Great action, humor and amazing plot twist. Bad acting by the actor who played the role of captain Marvel. Excellent acting by Samuel L Jackson. Rating -4.5/5 stars. A must watch.",4
100317,Captain Marvel,2019,Action/Sci-fi,I feel like it helped explain how Nickolas Fury got the Tesseract in the first place. I also liked how there was a major plot twist towards the end. Even though a times it could have been better I still would like to say thanks for such a great movie.,4
100318,Captain Marvel,2019,Action/Sci-fi,"When I watched the trailer, it didn't catch my attention. When I watched it on the Amazon Prime list I put it on my list, but until now I had not wanted to see it. I regret not having seen it before, it is entertaining, I liked it and I would like to see more sequels. And yes, I was pleased to see such a powerful woman, it is not very common to see characters like that.",4
100319,Captain Marvel,2019,Action/Sci-fi,I enjoyed it. Samuel L Jackson is hilarious and Brie Larsen was fun to watch. The story itself was as good as any of the Marvel films. Not sure why it received mixed reviews.,4
100320,Captain Marvel,2019,Action/Sci-fi,"While Captain Marvel is a great movie, it does twist up previous movies like Captain America: The First Avenger. I wish that the directors thought a little before doing that because if Goose had the teseract where did they get it from without finding Captain America 30-40 years earlier? Again it is a great movie but it does cut off the franchise a little bit. I still recommend you watch it to get your fill of space monsters, female warriors, and space people who are both evil and misunderstood.",4
100321,Captain Marvel,2019,Action/Sci-fi,"The latest MCU entry gives Carol Danvers aka Captain Marvel her own feature (right before being drummed into the Avengers ranks in next month's End Game to do battle) so now audiences will get to see who this woman is & what exactly she'll bring to the Thanos party. Anyway, Marvel, known as Vers, is part of a Kree elite fighting unit holding the Skrull (a shape shifting malevolent race which I first remembered from the 60's Fantastic Four cartoon) at bay as they police the galaxy but due to a mishap when her team attempts to retrieve a spy from a desolate planet, Vers is captured & tortured by the Skrull to gain knowledge of a light speed engine who's creator (played by Annette Bening) died in protecting its location back on Earth. Vers escapes her captors, reaches Earth but soon, due to the after effects of her time spent w/the Skrulls, starts to doubt her existence as evidence shows she's from this planet & not a Kree as she was led to believe. Incorporating de-aging makeup again, we get a younger Nick Fury (& Coulson as well) teaming up w/the lost 'proud warrior' to right things before the truth overwhelms all involved. Handily written & directed by Anna Boden & Ryan Fleck (Sugar/Half Nelson), this film has to do mucho heavy lifting, bridging 2 important sequels, introducing a new character & being a female empowerment manifesto which it does successfully in spurts & starts but being most audiences just want to get this Cliff Notes version of the character & her background out of the way for the main course to come, no one's going to come away so distraught that they'll swear off Marvel forever.",3
100322,Captain Marvel,2019,Action/Sci-fi,"Generally speaking, all MCU films are better than their DCEU counterparts. However, if there is an exception, it would be this movie. If Captain Marvel is to be the poster girl for the MCU's strongest female superhero, I would say that her stand alone movie really paled in comparison to Wonder Woman(2017). While I didn't hate this movie, I feel that it really didn't do much to connect itself to the greater established MCU and really did feel like its own thing that was almost completely disconnected. Furthermore, a lot of the story was told through flash back and the entire plot felt a bit confusing with all the back and forth between the past and present. In addition, I felt that the timing of this movie really wasn't great. This movie came out in March 2019, about a year after Avengers Infinity War but just 2 months before Avengers Endgame, and as a result, most MCU fans were probably more focused on how this movie would connect to the Avengers. When very little connection was made between this movie and the Avengers, it undoubtedly left many fans disappointed. Finally, I really didn't like the character of Captain Marvel and felt that she was really just a static character who wasn't interesting. Compared to other female super heroes like Diana Prince from Wonder Woman, Captain Marvel really didn't stand out as a unique and relatable character. Thus, I will give this move a 3/5. Not terrible but not great either",3
100323,Captain Marvel,2019,Action/Sci-fi,"The movie itself wasn't bad, just wasn't very good. my biggest issue was the lead role actress, just unrelatable and unempthetic to say the least. The finale comes off cringey and unearned, which is a true shame because Marvel has been so consistent with the main character development in past films. The climax of the film has some cool looking scenes and the supporting cast is great but the film does everything it possibly can to make Captain marvel invulnerable, it's hard to relate to her. ",3
100324,Captain Marvel,2019,Action/Sci-fi,"2.5 starts actually --- Not bad, but definitely one of the weaker MCU film along with Thor 2/Iron Man 2/ Incredible Hulk. Screenplay needed more work and characters feel unfinished. The action scenes are quite ordinary compared to other MCU films. It's advantage was the release time as it came between Infinity War and Endgame, which massively helped its box office success. Brie Larson, Jude Law, Samuel Jackson... all has better films.",3
100325,Captain Marvel,2019,Action/Sci-fi,"I honestly feel like the movie was kinda lame. I think the only reason I saw it was because I thought it would have some kind of connection to the next avengers movie. Not realy though, its mostly just a prequal that answers some questions in a lame way. Most specifically how Nick Furry lost his eye. I was thinking he was gonna loose it in a cool way. But really it was used to set up a joke. Oh well, but I did like the ending fight though. Although if your movie has one really good action scene that can't be too great. Thats just my oppinion anyway. ",3
100326,Captain Marvel,2019,Action/Sci-fi,"My least favorite of all of the Marvel movies. It was okay, just not great. I think huge fans of the franchise, like me, were disappointed with this movie. If you're not a big fan, but just enjoy the occasional Marvel Superhero Movie, you'll probably enjoy this one too. The lead character never gained my appreciation or sympathy. She also didn't seem to fit into the franchise. Like an afterthought they shoved in at the end just so they could say they had a female in the lead. Personally, I would have much preferred that Marvel took one of the female characters they already got us to love, and made a better movie using her. Oh well, they did a great job on all of the other movies",3
100327,Captain Marvel,2019,Action/Sci-fi,"Captain Marvel is actually, in my opinion, a step down from we except coming from Marvel. It's a little boring and a little predictable and too formulaic. That being said, there are solid laughs in this film and Sam Jackson is, of course, always a win. Definitely worth your time to watch, although waiting till streaming probably wouldn't be the end of the world.",3
100328,Captain Marvel,2019,Action/Sci-fi,"The only reason Marvel would make this is to make the feminists happy. The production and effects are Marvel quality buy the story and acting are not marvel's standard. Fury is a complete opposite of his roles in any other movie. He is a big suck up to Captain Marvel. She acts too cocky and everyone way overestimates her power. They disregard all other lore and brand her as the ""strongest avenger"" when she is not even close. If they want to do a female superhero then do scarlet witch, Valkyrie, or a movie with pepper pots in her new suit tony made. TLDR; the movie is mediocre, they make Captain way more powerful than she really is, acting is only ok, and they really try to push the females are better than males.",3
100329,Captain Marvel,2019,Action/Sci-fi,"The movie's OK. Production is great, direction seems fine, but Brie Larson honestly couldn't have less personality if she tried. Usually Marvel nails their casting but this is a rare miss, she really ruins the movie. Just so bland and one dimensional. Honestly, the writing didn't help her much either. The plot is fun and interesting, but her character doesn't really have any flaws, it's just kinda this whole ""she's a strong female lead so we can't have her say or do anything wrong"" thing. Makes Captain Marvel just this insanely boring, uninteresting character. Honestly, the character herself was just insanely off putting in Endgame as well, so maybe it's not as much Brie Larson's fault, but she definitely doesn't do the role any favors either.",3
100330,Captain Marvel,2019,Action/Sci-fi,"It was pretty good. I thought that Samuel l Jackson was funny, and so was goose. I think that her character was kinda teetering on the line of good character and sjw propaganda, but that might just be because of Brie Larson’s reputation and the advertisements. Good film, liked the skrulls and stuff, good world building. I hope the sequel fixes the potential Mary-sue problem and makes her character less cocky.",3
100331,Captain Marvel,2019,Action/Sci-fi,"I dislike all the anti-SJW SJWs, but this movie is not good. Nick Fury losing his eye like that = terrible. I'm Just a Girl fight = Super Lame. Brie Larson gives a terrible performance. I saw her do an interview where she said she didn't know how to act like a superhero and it shows in the movie. She does a rage yell where she hangs her tongue out of her mouth. She's puts so much effort into trying to look like a superhero that she comes off as having no emotions even when she is clearly attempting to express emotion. When she gets her powers, she do war whoops while chest bumping through space ships. She is terrible as Captain Marvel. This movie is more than just a terrible stand alone movie. Making her pilot name where Nick Fury gets the name for the Avengers felt forced and making Goose the one that made Fury lose his eye in a movie filled with Skrulls was probably the worst single moment in any Marvel movie. There are some good special effects, but over all, Captain Marvel is a terrible addition to the MCU.",2
100332,Captain Marvel,2019,Action/Sci-fi,"Movie was bland, garbage. The casting choice for captain marvel could have been far better in terms of acting. As for the story choice in the MCU, bad timing. If you are a fan of the comics this movie is a disappointment, visually not as impressive as other marvel movies and not surprised of the visuals. Samuel L Jackson is actually the main character in this film due to screen time and acting compared to Brie Larson. As for those who know nothing of captain marvel in terms of comic references and movies, those who review without understanding the background of the character from both areas of comics and this movie, their review are baseless and the chatter will speak on the behalf of the movie which is not objective but rather subjective. Read the comics to understand the character better then the movie. I feel that this movies production should have been used for another character. Wandavision is something to look too rather then this abomination of a movie.",2
100333,Captain Marvel,2019,Action/Sci-fi,"The visuals were impressive but Brie Larson’s performance and Captain Marvel’s story were lackluster. I rated this with 2 stars because of her bland “acting”, the lack of a character ark and her OP abilities that seem undeserved to the audience. This is coming from a huge fan of the MCU who’s generally easy to please with movies. I’m only writing a review because Brie has publicly blamed men and Hollywood for being sexist due to the film’s relatively mediocre success. I hope the MCU moves on to a better story and gives the spotlight to a better actress.",2
